# SCOP release 2020-04-30
# http://scop.mrc-lmb.cam.ac.uk
# based on PDB release 2020-04-21
# based on UniProt realese 2020-04-22
# based on SIFTS release 2020-04-19
# FA-DOMID FA-PDBID FA-PDBREG FA-UNIID FA-UNIREG SF-DOMID SF-PDBID SF-PDBREG SF-UNIID SF-UNIREG SCOPCLA
8045703 3H8D C:1143-1264 Q64331 1143-1264 8091604 3H8D C:1143-1264 Q64331 1143-1264 TP=1,CL=1000003,CF=2001470,SF=3002524,FA=4004627
8047101 4XJX B:731-896 P10486 731-896 8091622 4XJX B:731-896 P10486 731-896 TP=1,CL=1000000,CF=2001473,SF=3002528,FA=4005449
8047102 3EVY A:662-744 Q5LEB7 662-744 8091626 3EVY A:662-744 Q5LEB7 662-744 TP=1,CL=1000000,CF=2001473,SF=3002528,FA=4005449
8020650 1FEU A:1-185 P56930 1-185 8033030 1FEU A:1-185 P56930 1-185 TP=1,CL=1000001,CF=2000737,SF=3001161,FA=4002376
8024432 2RD2 A:339-547 P00962 340-548 8036811 2RD2 A:339-547 P00962 340-548 TP=1,CL=1000001,CF=2000737,SF=3001161,FA=4002383
8026201 2ZJR S:1-175 Q9RX88 1-175 8038580 2ZJR S:1-175 Q9RX88 1-175 TP=1,CL=1000001,CF=2000737,SF=3001161,FA=4002376
8030159 1DFU P:1-94 P68919 1-94 8042538 1DFU P:1-94 P68919 1-94 TP=1,CL=1000001,CF=2000737,SF=3001161,FA=4002376
8045715 3SWY B:3-46 Q16281 626-669 8091635 3SWY B:3-46 Q16281 626-669 TP=3,CL=1000000,CF=2000962,SF=3002529,FA=4004636
8045716 3SWF B:5-60 Q00194 621-676 8091636 3SWF B:5-60 Q00194 621-676 TP=3,CL=1000000,CF=2000962,SF=3002529,FA=4004636
8020704 1V9V A:8-108 O60307 181-281 8033084 1V9V A:8-108 O60307 181-281 TP=1,CL=1000000,CF=2001119,SF=3001162,FA=4001254
8045719 2QNU A:4-214 Q9I756 4-214 8091650 2QNU A:4-214 Q9I756 4-214 TP=1,CL=1000003,CF=2001474,SF=3002531,FA=4004639
8026137 1PBW A:115-298 P27986 115-298 8038516 1PBW A:115-298 P27986 115-298 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001255
8026139 1GRN B:260-456 Q07960 237-433 8038518 1GRN B:260-456 Q07960 237-433 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001255
8026140 1F7C A:191-381 Q5ZMW5 383-573 8038519 1F7C A:191-381 Q5ZMW5 383-573 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001255
8053472 3QIS A:678-896 Q01968 678-896 8053473 3QIS A:678-896 Q01968 678-896 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001255
8018872 3FAY A:962-1339 P46940 962-1339 8057912 3FAY A:1010-1200 P46940 1010-1200 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001262
8018874 1NF1 A:1206-1550 P21359 1206-1550 8057919 1NF1 A:1250-1400 P21359 1250-1400 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001262
8018882 1WER A:718-1041 P20936 718-1041 8057921 1WER A:763-1010 P20936 763-1010 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001262
8018886 3BXJ B:399-711 Q9QUH6 414-726 8057928 3BXJ B:443-590 Q9QUH6 458-605 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001262
8018905 1XA6 A:271-466 P52757 273-468 8057939 1XA6 A:271-466 P52757 273-468 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001255
8079456 6D81 A:113-298 P23727 113-298 8079457 6D81 A:113-298 P23727 113-298 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001255
8079458 2XS6 A:109-294 O00459 109-294 8079459 2XS6 A:109-294 O00459 109-294 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001255
8079460 2OSA A:264-459 P15882 264-459 8079461 2OSA A:264-459 P15882 264-459 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001255
8079462 5C5S C:112-319 Q13459 1693-1900 8079463 5C5S C:112-319 Q13459 1693-1900 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001255
8079464 5IRC A:1242-1439 P81128 1242-1439 8079465 5IRC A:1242-1439 P81128 1242-1439 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001255
8079466 3FK2 A:1242-1437 Q9NRY4 1242-1437 8079467 3FK2 A:1242-1437 Q9NRY4 1242-1437 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001255
8079468 5MY3 A:19-218 P38339 467-666 8079469 5MY3 A:19-218 P38339 467-666 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001255
8079470 3IUG A:367-568 A7KAX9 367-568 8079471 3IUG A:367-568 A7KAX9 367-568 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001255
8079472 5JCP B:906-1100 Q8WWN8 906-1100 8079473 5JCP B:906-1100 Q8WWN8 906-1100 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001255
8079474 3WPS A:346-546 Q9H0H5 346-546 8079475 3WPS A:346-546 Q9H0H5 346-546 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001255
8084521 3MSX B:360-551 Q9P2F6 360-551 8084522 3MSX B:360-551 Q9P2F6 360-551 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001255
8084523 3BYI A:262-471 Q53QZ3 262-471 8084524 3BYI A:262-471 Q53QZ3 262-471 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001255
8084525 2EE4 A:8-209 Q13017 1255-1456 8084526 2EE4 A:8-209 Q13017 1255-1456 TP=1,CL=1000000,CF=2000738,SF=3001163,FA=4001255
8045726 3V68 A:2-119 Q8TZE5 2-119 8091653 3V68 A:2-119 Q8TZE5 2-119 TP=1,CL=1000003,CF=2001475,SF=3002532,FA=4004642
8091652 3V68 A:132-240 Q8TZE5 132-240 8091654 3V68 A:132-240 Q8TZE5 132-240 TP=1,CL=1000003,CF=2001475,SF=3002532,FA=4004642
8020139 1LLN A:1-262 Q40772 26-287 8032519 1LLN A:1-262 Q40772 26-287 TP=1,CL=1000003,CF=2000739,SF=3001164,FA=4002385
8020278 1M2T A:1-248 P81446 34-281 8032658 1M2T A:1-248 P81446 34-281 TP=1,CL=1000003,CF=2000739,SF=3001164,FA=4002385
8022823 2Q3N A:2-248 Q9M6E9 22-268 8035203 2Q3N A:2-248 Q9M6E9 22-268 TP=1,CL=1000003,CF=2000739,SF=3001164,FA=4002385
8023659 1J1Q A:1-261 P23339 1-261 8036039 1J1Q A:1-261 P23339 1-261 TP=1,CL=1000003,CF=2000739,SF=3001164,FA=4002385
8024468 1NIO A:1-247 P22851 1-250 8036847 1NIO A:1-247 P22851 1-250 TP=1,CL=1000003,CF=2000739,SF=3001164,FA=4002385
8024589 1MRJ A:1-247 P09989 24-270 8036968 1MRJ A:1-247 P09989 24-270 TP=1,CL=1000003,CF=2000739,SF=3001164,FA=4002385
8024592 1BRY Y:1-247 P33185 24-270 8036971 1BRY Y:1-247 P33185 24-270 TP=1,CL=1000003,CF=2000739,SF=3001164,FA=4002385
8024593 1AHC A:1-246 P16094 24-269 8036972 1AHC A:1-246 P16094 24-269 TP=1,CL=1000003,CF=2000739,SF=3001164,FA=4002385
8024598 1CF5 A:1-249 P24817 24-272 8036977 1CF5 A:1-249 P24817 24-272 TP=1,CL=1000003,CF=2000739,SF=3001164,FA=4002385
8024601 1ABR A:1-251 P11140 1-251 8036980 1ABR A:1-251 P11140 1-251 TP=1,CL=1000003,CF=2000739,SF=3001164,FA=4002385
8024602 1D6A A:1-262 P10297 23-284 8036981 1D6A A:1-262 P10297 23-284 TP=1,CL=1000003,CF=2000739,SF=3001164,FA=4002385
8024603 1QI7 A:1-253 P20656 25-277 8036982 1QI7 A:1-253 P20656 25-277 TP=1,CL=1000003,CF=2000739,SF=3001164,FA=4002385
8024608 1HWM A:1-251 Q9AVR2 26-276 8036987 1HWM A:1-251 Q9AVR2 26-276 TP=1,CL=1000003,CF=2000739,SF=3001164,FA=4002385
8027917 1R4Q A:1-289 Q9FBI2 23-311 8040296 1R4Q A:1-289 Q9FBI2 23-311 TP=1,CL=1000003,CF=2000739,SF=3001164,FA=4002413
8027930 3CTK A:3-248 Q8W4U4 29-274 8040309 3CTK A:3-248 Q8W4U4 29-274 TP=1,CL=1000003,CF=2000739,SF=3001164,FA=4002385
8029396 2GA4 A:1-297 P09385 23-319 8041775 2GA4 A:1-297 P09385 23-319 TP=1,CL=1000003,CF=2000739,SF=3001164,FA=4002413
8029589 1UQ5 A:5-267 P02879 40-302 8041968 1UQ5 A:5-267 P02879 40-302 TP=1,CL=1000003,CF=2000739,SF=3001164,FA=4002385
8029894 1RL0 A:1-255 P24476 24-278 8042273 1RL0 A:1-255 P24476 24-278 TP=1,CL=1000003,CF=2000739,SF=3001164,FA=4002385
8032070 1GGP A:12-248 Q7SIF0 1-234 8044448 1GGP A:12-248 Q7SIF0 1-234 TP=1,CL=1000003,CF=2000739,SF=3001164,FA=4002385
8091666 2BCG G:128-229 P39958 128-229 8091667 2BCG G:128-229 P39958 128-229 TP=1,CL=1000000,CF=2000035,SF=3002533,FA=4007752
8091668 1VG0 A:273-367 P37727 273-367 8091669 1VG0 A:273-367 P37727 273-367 TP=1,CL=1000000,CF=2000035,SF=3002533,FA=4007752
8091670 1LV0 A:121-221 P21856 121-221 8091671 1LV0 A:121-221 P21856 121-221 TP=1,CL=1000000,CF=2000035,SF=3002533,FA=4007752
8021377 1NZA A:1-103 Q7SIA8 1-103 8033757 1NZA A:1-103 Q7SIA8 1-103 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4002632
8022185 1P1L A:1-102 O28301 1-102 8034565 1P1L A:1-102 O28301 1-102 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4002632
8022872 2PII A:1-112 P0A9Z1 1-112 8035252 2PII A:1-112 P0A9Z1 1-112 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8022878 1GNK B:1-112 P0AC55 1-112 8035258 1GNK B:1-112 P0AC55 1-112 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8023440 1H3D A:225-299 P60757 225-299 8035820 1H3D A:225-299 P60757 225-299 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4003656
8024362 1NAQ A:7-112 P69488 7-112 8036741 1NAQ A:7-112 P69488 7-112 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4002632
8024831 1O51 A:1-100 Q9WXM9 1-100 8037210 1O51 A:1-100 Q9WXM9 1-100 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4000638
8024842 1O5J A:1-101 Q9X0E6 1-101 8037221 1O5J A:1-101 Q9X0E6 1-101 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4002632
8025384 1OSC A:6-113 Q6MGD0 61-168 8037763 1OSC A:6-113 Q6MGD0 61-168 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4002632
8026030 2ZFH A:63-169 O60888 63-169 8038409 2ZFH A:63-169 O60888 63-169 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4002632
8027030 2CZ4 A:1-100 Q5SKX7 1-100 8039409 2CZ4 A:1-100 Q5SKX7 1-100 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8027706 1QY7 A:1-112 P0A3F4 1-112 8040085 1QY7 A:1-112 P0A3F4 1-112 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8029487 1UKU A:1-102 O58720 1-102 8041866 1UKU A:1-102 O58720 1-102 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4002632
8029488 1UL3 A:1-112 Q55247 1-112 8041867 1UL3 A:1-112 Q55247 1-112 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8030697 1VFJ A:1-116 P83820 1-116 8043076 1VFJ A:1-116 P83820 1-116 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8031440 1NH8 A:211-284 P9WMN1 211-284 8043818 1NH8 A:211-284 P9WMN1 211-284 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4003656
8032157 1HWU A:1-112 P94852 1-112 8044535 1HWU A:1-112 P94852 1-112 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8063677 2ZOM B:6-113 Q109R6 70-177 8063678 2ZOM B:6-113 Q109R6 70-177 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4002632
8063679 4E98 B:10-115 Q5CX58 11-116 8063680 4E98 B:10-115 Q5CX58 11-116 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4002632
8063681 4IYQ A:2-107 Q2GG79 1-106 8063682 4IYQ A:2-107 Q2GG79 1-106 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4002632
8063683 3GSD A:15-119 Q74XD3 15-119 8063684 3GSD A:15-119 Q74XD3 15-119 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4002632
8063685 3OPK A:12-115 Q7CPA2 12-115 8063686 3OPK A:12-115 Q7CPA2 12-115 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4002632
8063687 2NUH A:3-106 Q9PFN8 3-106 8063688 2NUH A:3-106 Q9PFN8 3-106 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4002632
8063689 3AHP A:3-108 E7FH74 3-108 8063690 3AHP A:3-108 E7FH74 3-108 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4002632
8074408 3N5B A:1-112 Q9L422 1-112 8074409 3N5B A:1-112 Q9L422 1-112 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8074410 3BZQ A:1-112 P9WN31 1-112 8074411 3BZQ A:1-112 P9WN31 1-112 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8074412 2GW8 A:1-112 Q9JXK6 1-112 8074413 2GW8 A:1-112 Q9JXK6 1-112 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8074414 2EG1 A:1-112 O66513 1-112 8074415 2EG1 A:1-112 O66513 1-112 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8074416 3MHY A:1-112 P70731 1-112 8074417 3MHY A:1-112 P70731 1-112 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8074418 2J9C A:1-112 Q60381 1-112 8074419 2J9C A:1-112 Q60381 1-112 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8074420 2O67 C:3-123 Q9ZST4 65-185 8074421 2O67 C:3-123 Q9ZST4 65-185 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8074422 3L7P B:1-104 Q8DSV2 1-104 8074423 3L7P B:1-104 Q8DSV2 1-104 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8074424 3O8W A:1-109 O29284 12-120 8074425 3O8W A:1-109 O29284 12-120 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8074426 3T9Z A:1-109 O28524 12-120 8074427 3T9Z A:1-109 O28524 12-120 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8074428 3NCP A:1-112 O28527 1-112 8074429 3NCP A:1-112 O28527 1-112 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8074430 4USJ C:3-144 A8JI83 64-205 8074431 4USJ C:3-144 A8JI83 64-205 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8074432 4OZN C:4-123 B8ZYW1 4-123 8074433 4OZN C:4-123 B8ZYW1 4-123 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8074434 4R25 A:10-121 Q07428 5-116 8074435 4R25 A:10-121 Q07428 5-116 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8086165 5O3P A:2-110 P73954 2-110 8086166 5O3P A:2-110 P73954 2-110 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8086167 3DFE B:1-101 Q3M8P8 1-101 8086168 3DFE B:1-101 Q3M8P8 1-101 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8086169 5DRK C:5-106 D5X329 5-106 8086170 5DRK C:5-106 D5X329 5-106 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8086171 5D4P C:2-107 D6CQJ8 2-107 8086172 5D4P C:2-107 D6CQJ8 2-107 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4001256
8089359 2DCL B:2-110 O59172 2-110 8089360 2DCL B:2-110 O59172 2-110 TP=1,CL=1000003,CF=2000014,SF=3001165,FA=4000638
8001473 1FCD A:1-401 Q06530 31-431 8091673 1FCD A:328-401 Q06530 358-431 TP=1,CL=1000003,CF=2000141,SF=3002534,FA=4000130
8028450 2FEF B:6-129 Q9I1R6 6-129 8040829 2FEF B:6-129 Q9I1R6 6-129 TP=1,CL=1000000,CF=2001119,SF=3001166,FA=4001257
8051124 5EWN B:80-411 Q82452 80-411 8091689 5EWN B:265-411 Q82452 265-411 TP=1,CL=1000001,CF=2000073,SF=3002535,FA=4007207
8051125 5IBV A:77-412 Q9IFX1 77-412 8091690 5IBV A:265-412 Q9IFX1 265-412 TP=1,CL=1000001,CF=2000073,SF=3002535,FA=4007207
8026006 1Q0G A:1-117 P80734 15-131 8038385 1Q0G A:1-117 P80734 15-131 TP=1,CL=1000000,CF=2000080,SF=3001167,FA=4002388
8027670 1T6U A:1-117 P80735 15-131 8040049 1T6U A:1-117 P80735 15-131 TP=1,CL=1000000,CF=2000080,SF=3001167,FA=4002388
8045732 5X6B F:34-102 Q58876 34-102 8091696 5X6B F:34-102 Q58876 34-102 TP=1,CL=1000000,CF=2001476,SF=3002536,FA=4004646
8022918 2P0M A:2-112 P12530 2-112 8035298 2P0M A:2-112 P12530 2-112 TP=1,CL=1000001,CF=2000740,SF=3001168,FA=4002389
8025254 1OLP A:250-370 Q8GCY3 278-398 8037633 1OLP A:250-370 Q8GCY3 278-398 TP=1,CL=1000001,CF=2000740,SF=3001168,FA=4002405
8028695 1YGE A:1-149 P08170 1-149 8041074 1YGE A:1-149 P08170 1-149 TP=1,CL=1000001,CF=2000740,SF=3001168,FA=4002389
8028698 1HPL A:337-449 P29183 349-461 8041077 1HPL A:337-449 P29183 349-461 TP=1,CL=1000001,CF=2000740,SF=3001168,FA=4002394
8028699 1ETH A:337-448 P00591 337-448 8041078 1ETH A:337-448 P00591 337-448 TP=1,CL=1000001,CF=2000740,SF=3001168,FA=4002394
8028705 1LPB B:337-449 P16233 353-465 8041084 1LPB B:337-449 P16233 353-465 TP=1,CL=1000001,CF=2000740,SF=3001168,FA=4002394
8028712 1RP1 A:337-449 P06857 354-466 8041091 1RP1 A:337-449 P06857 354-466 TP=1,CL=1000001,CF=2000740,SF=3001168,FA=4002394
8028713 1BU8 A:337-449 P54318 353-465 8041092 1BU8 A:337-449 P54318 353-465 TP=1,CL=1000001,CF=2000740,SF=3001168,FA=4002394
8028716 1QMD A:250-370 Q0TV31 278-398 8041095 1QMD A:250-370 Q0TV31 278-398 TP=1,CL=1000001,CF=2000740,SF=3001168,FA=4002405
8029927 1RRH A:8-167 P09186 8-167 8042306 1RRH A:8-167 P09186 8-167 TP=1,CL=1000001,CF=2000740,SF=3001168,FA=4002389
8045733 3TUL D:83-226 Q56019 83-226 8091699 3TUL D:83-226 Q56019 83-226 TP=3,CL=1000000,CF=2001019,SF=3002537,FA=4004647
8045734 3U0C A:74-224 P18011 74-224 8091700 3U0C A:74-224 P18011 74-224 TP=3,CL=1000000,CF=2001019,SF=3002537,FA=4004647
8030169 1CL3 A:4-141 Q13951 4-141 8042548 1CL3 A:4-141 Q13951 4-141 TP=1,CL=1000001,CF=2000741,SF=3001169,FA=4002390
8030170 2JHB A:3-143 Q08024 1-141 8042549 2JHB A:3-143 Q08024 1-141 TP=1,CL=1000001,CF=2000741,SF=3001169,FA=4002390
8026620 2BZB A:1-54 A0A1V4BBE5 19-72 8038999 2BZB A:1-54 A0A1V4BBE5 19-72 TP=1,CL=1000000,CF=2001135,SF=3001170,FA=4001258
8026667 2C0S A:1-57 A0A2P0HKI1 1-57 8039046 2C0S A:1-57 A0A2P0HKI1 1-57 TP=1,CL=1000000,CF=2001135,SF=3001170,FA=4001258
8051165 4M0W A:3-319 P0C6U8 1542-1858 8091706 4M0W A:177-240 P0C6U8 1716-1779 TP=1,CL=1000004,CF=2000112,SF=3002538,FA=4007227
8051166 4P16 A:1-319 K0BWD0 1482-1800 8091709 4P16 A:177-241 K0BWD0 1658-1722 TP=1,CL=1000004,CF=2000112,SF=3002538,FA=4007227
8051167 4R3D A:3-326 K9N638 1483-1806 8091712 4R3D A:178-242 K9N638 1658-1722 TP=1,CL=1000004,CF=2000112,SF=3002538,FA=4007227
8051169 4RNA A:2-322 K4LC41 1483-1803 8091715 4RNA A:177-241 K4LC41 1658-1722 TP=1,CL=1000004,CF=2000112,SF=3002538,FA=4007227
8051171 3E9S A:2-315 P0C6X7 1541-1854 8091718 3E9S A:177-240 P0C6X7 1716-1779 TP=1,CL=1000004,CF=2000112,SF=3002538,FA=4007227
8051172 4RF1 A:1483-1803 M4STU1 1483-1803 8091721 4RF1 A:1658-1722 M4STU1 1658-1722 TP=1,CL=1000004,CF=2000112,SF=3002538,FA=4007227
8051173 3MP2 A:10-220 P0C6V2 1071-1281 8091724 3MP2 A:92-147 P0C6V2 1153-1208 TP=1,CL=1000004,CF=2000112,SF=3002538,FA=4007227
8051175 4WUR A:3-319 K9N7C7 1484-1800 8091726 4WUR A:177-242 K9N7C7 1658-1723 TP=1,CL=1000004,CF=2000112,SF=3002538,FA=4007227
8051176 4YPT A:1610-1910 P0C6X9 1610-1910 8091729 4YPT A:1781-1842 P0C6X9 1781-1842 TP=1,CL=1000004,CF=2000112,SF=3002538,FA=4007227
8092566 6W9C A:3-315 P0DTD1 1566-1878 8092568 6W9C A:176-239 P0DTD1 1739-1802 TP=1,CL=1000004,CF=2000112,SF=3002538,FA=4007227
8028961 2FUG 1:334-438 Q56222 334-438 8041340 2FUG 1:334-438 Q56222 334-438 TP=1,CL=1000000,CF=2001119,SF=3001171,FA=4001259
8045736 4E6K G:1-57 Q9HY80 1-57 8091738 4E6K G:1-57 Q9HY80 1-57 TP=1,CL=1000003,CF=2001478,SF=3002540,FA=4004649
8046312 2QCU A:392-501 P13035 392-501 8091739 2QCU A:439-501 P13035 439-501 TP=1,CL=1000003,CF=2001478,SF=3002540,FA=4005013
8046311 2RGO A:474-605 D0VWP7 474-605 8091742 2RGO A:519-579 D0VWP7 519-579 TP=1,CL=1000003,CF=2001478,SF=3002540,FA=4005013
8046313 2RGH A:474-606 D0VWY7 424-556 8091745 2RGH A:518-579 D0VWY7 468-529 TP=1,CL=1000003,CF=2001478,SF=3002540,FA=4005013
8046314 3DA1 A:411-549 Q9KDW6 411-549 8091748 3DA1 A:458-522 Q9KDW6 458-522 TP=1,CL=1000003,CF=2001478,SF=3002540,FA=4005013
8091753 1Y56 A:405-466 O59088 407-468 8091754 1Y56 A:405-466 O59088 407-468 TP=1,CL=1000003,CF=2001478,SF=3002540,FA=4007758
8091761 2GAG A:473-548 Q3ZDQ8 473-548 8091762 2GAG A:482-539 Q3ZDQ8 482-539 TP=1,CL=1000003,CF=2001478,SF=3002540,FA=4007758
8091772 1X31 A:472-546 Q50LF0 473-547 8091773 1X31 A:481-539 Q50LF0 482-540 TP=1,CL=1000003,CF=2001478,SF=3002540,FA=4007758
8091731 4YPT A:1533-1609 P0C6X9 1533-1609 8091732 4YPT A:1533-1609 P0C6X9 1533-1609 TP=1,CL=1000003,CF=2000119,SF=3002539,FA=4007757
8091733 6MWM A:1445-1522 P0C6W3 1445-1522 8091734 6MWM A:1445-1522 P0C6W3 1445-1522 TP=1,CL=1000003,CF=2000119,SF=3002539,FA=4007757
8091735 5UTV A:4-77 P0C6W5 1345-1418 8091736 5UTV A:4-77 P0C6W5 1345-1418 TP=1,CL=1000003,CF=2000119,SF=3002539,FA=4007757
8047245 2KAF A:2-67 P0C6U8 1473-1538 8091737 2KAF A:2-67 P0C6U8 1473-1538 TP=1,CL=1000003,CF=2000119,SF=3002539,FA=4007757
8030948 1M6Y A:115-215 Q9WZX6 115-215 8043327 1M6Y A:115-215 Q9WZX6 115-215 TP=1,CL=1000000,CF=2000117,SF=3001172,FA=4002372
8031131 1WG8 A:109-206 Q5SJD8 109-206 8043509 1WG8 A:109-206 Q5SJD8 109-206 TP=1,CL=1000000,CF=2000117,SF=3001172,FA=4002372
8045737 4WFW A:115-198 Q01563 115-198 8091777 4WFW A:115-198 Q01563 115-198 TP=1,CL=1000001,CF=2001479,SF=3002541,FA=4004650
8046336 2LNV A:88-158 Q01564 88-158 8091778 2LNV A:88-158 Q01564 88-158 TP=1,CL=1000001,CF=2001479,SF=3002541,FA=4005027
8046337 3OSS C:122-186 E3PJ87 122-186 8091779 3OSS C:122-186 E3PJ87 122-186 TP=1,CL=1000001,CF=2001479,SF=3002541,FA=4005027
8045780 4AV2 U:84-165 Q7DD77 84-165 8091780 4AV2 U:84-165 Q7DD77 84-165 TP=1,CL=1000001,CF=2001479,SF=3002541,FA=4004682
8045781 3JC8 Pb:5-159 Q306N3 5-159 8091781 3JC8 Pb:5-159 Q306N3 5-159 TP=1,CL=1000001,CF=2001479,SF=3002541,FA=4004682
8045782 2Y4Y A:83-171 G3XCX7 83-171 8091782 2Y4Y A:83-171 G3XCX7 83-171 TP=1,CL=1000001,CF=2001479,SF=3002541,FA=4004682
8045783 2LC4 A:20-103 Q51354 91-174 8091783 2LC4 A:20-103 Q51354 91-174 TP=1,CL=1000001,CF=2001479,SF=3002541,FA=4004682
8024028 2QTV A:524-626 P15303 524-626 8036407 2QTV A:524-626 P15303 524-626 TP=1,CL=1000000,CF=2000464,SF=3001173,FA=4002392
8026146 1PD0 A:647-753 P40482 647-753 8038525 1PD0 A:647-753 P40482 647-753 TP=1,CL=1000000,CF=2000464,SF=3001173,FA=4002392
8045738 1ZHC A:1-76 O25839 1-76 8091784 1ZHC A:1-76 O25839 1-76 TP=1,CL=1000000,CF=2000036,SF=3002542,FA=4004651
8021762 1Y6X A:7-93 P9WMM9 7-93 8034142 1Y6X A:7-93 P9WMM9 7-93 TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4001521
8022588 1YVW A:4-95 Q81G00 4-95 8034968 1YVW A:4-95 Q81G00 4-95 TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4001521
8022630 1YXB A:4-90 Q9EWK0 4-90 8035010 1YXB A:4-90 Q9EWK0 4-90 TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4001521
8024351 2A7W A:4-94 Q7P0E6 4-94 8036730 2A7W A:4-94 Q7P0E6 4-94 TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4001521
8025099 1OGL A:9-278 O15923 9-278 8037478 1OGL A:9-278 O15923 9-278 TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4000721
8029256 1W2Y A:1-229 Q0P8G4 1-229 8041635 1W2Y A:1-229 Q0P8G4 1-229 TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4000721
8029664 2GTA A:1-98 P42979 1-98 8042043 2GTA A:1-98 P42979 1-98 TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4003078
8030707 1VMG A:1-83 Q97U11 1-83 8043086 1VMG A:1-83 Q97U11 1-83 TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4003078
8031090 2OIE A:21-122 Q9QY93 21-122 8043468 2OIE A:21-122 Q9QY93 21-122 TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4003078
8031367 2P06 A:1-84 O30176 1-84 8043745 2P06 A:1-84 O30176 1-84 TP=1,CL=1000000,CF=2000742,SF=3001174,FA=4001515
